Unique ID,Survey Type,Start time,What are the biggest challenges facing households in your community today?,Do you currently live or work in Southern Maine? (Can select more than one),"If an unexpected expense of $400 came up, would you be able to pay it?",Are you part of a community whose voice you feel is not being heard?,"What community are you referring to?  Please name the group, town, or city. ",What is your age group?,How do you describe your race or ethnicity? (Can select more than one),What is your primary relationship with United Way of Southern Maine (UWSM)?,Want to get involved?  ,How would you consider getting involved locally to be part of the solution? (Select all that apply),Which bills or everyday expenses are the hardest for your household to afford?,What is your zip code?,Are you currently employed?,What type of employment?,Can you describe more about how this financial challenge affects you or your family?,What’s getting in the way of being able to cover your bills or living expenses? (Select all that apply),What supports would be most helpful for you?,"Where would you like to be in 5 years? You can share anything that matters to you—like having a steady job, owning a home, goin",How would you like to be part of creating change in your community? (Select all that apply),How long have you lived in Maine?,Would you be willing to share your story with others in the community?
Main619,Full Survey,1106223:02:00,"Paying for housing (rent, utilities, mortgage, taxes);Child care that is affordable and available;Mental health challenges (like anxiety, depression);Behavioral health challenges (like substance use or addiction);Finding affordable healthcare",York,Yes,No,,45 - 64,White;,Not Connected,No,,,,,,,,,,,,
Main620,Full Survey,1106241:30:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Finding affordable healthcare;Mental health challenges (like anxiety, depression);Getting to work, school, or appointments (transportation)",Cumberland,No,,,,,,,,,,,,,,,,,,
Main621,Full Survey,1106268:33:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Behavioral health challenges (like substance use or addiction);Mental health challenges (like anxiety, depression);Finding affordable healthcare",York,Yes,Yes,The unhoused in Biddeford,45 - 64,White;,Moderately Connected,No,,,,,,,,,,,,
Main622,Full Survey,1106340:00:00,"Covering basic expenses (groceries, gas, emergencies);Finding affordable healthcare;Paying for housing (rent, utilities, mortgage, taxes);Feeling isolated or not connected to community",York,Yes,,,,,,,,,,,,,,,,,,
Main623,Full Survey,1106341:14:00,"Paying for housing (rent, utilities, mortgage, taxes);Finding affordable healthcare;Mental health challenges (like anxiety, depression);Lack of stable jobs with career growth",York,Yes,,,,,,,,,,,,,,,,,,
Main624,Full Survey,1106341:06:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Getting enough food;Finding affordable healthcare;Child care that is affordable and available",Cumberland,No,No,,25 - 44,Black or African American;,Moderately Connected,Yes,Volunteering my time or skills in local programs;Speaking up or helping spread the word about important issues,,,,,,,,,,,
Main625,Full Survey,1106343:22:00,Child care that is affordable and available;Feeling isolated or not connected to community,York,Yes,No,,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main626,Full Survey,1106343:28:00,"Covering basic expenses (groceries, gas, emergencies);Mental health challenges (like anxiety, depression);Jobs with low pay or no benefits;Child care that is affordable and available;Finding housing",York,Yes,No,,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main627,Full Survey,1106346:36:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Mental health challenges (like anxiety, depression);Caring for aging parents or relatives;Feeling isolated or not connected to community",York,No,Yes,LGBTQ,45 - 64,White;,Not Connected,No,,,,,,,,,,,,
Main628,Full Survey,1106347:24:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Finding affordable healthcare;Mental health challenges (like anxiety, depression);Getting to work, school, or appointments (transportation)",Cumberland,Yes,Yes,Working class,18 - 24,White;,Not Connected,No,,,,,,,,,,,,
Main629,Full Survey,1106373:34:00,"Paying for housing (rent, utilities, mortgage, taxes);Behavioral health challenges (like substance use or addiction);Child care that is affordable and available;Lack of stable jobs with career growth;Covering basic expenses (groceries, gas, emergencies)",York,Yes,No,,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main630,Full Survey,1106385:26:00,"Covering basic expenses (groceries, gas, emergencies);Getting enough food;Paying for housing (rent, utilities, mortgage, taxes);Feeling isolated or not connected to community;Child care that is affordable and available",Cumberland,Yes,No,,45 - 64,White;,Closely Connected,No,,,,,,,,,,,,
Main631,Full Survey,1106386:25:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Getting enough food;Child care that is affordable and available;Jobs with low pay or no benefits",Cumberland,No,No,,25 - 44,Prefer not to answer;,Moderately Connected,No,,,,,,,,,,,,
Main632,Full Survey,1106386:22:00,"Paying for housing (rent, utilities, mortgage, taxes);Getting enough food;Finding affordable healthcare;Jobs with low pay or no benefits;Covering basic expenses (groceries, gas, emergencies)",Cumberland,Yes,No,,65 - 75,White;,Moderately Connected,No,,,,,,,,,,,,
Main633,Full Survey,1106386:35:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Getting enough food;Finding affordable healthcare;Jobs with low pay or no benefits",Other Maine County,No,,,,,,,,,,,,,,,,,,
Main634,Full Survey,1106411:48:00,"Covering basic expenses (groceries, gas, emergencies);Paying for housing (rent, utilities, mortgage, taxes);Mental health challenges (like anxiety, depression);BEING an elderly woman in a housing situation where we are required to dig out our cars after a storm; get competent  maintenance in our building; delivery of needed items such as prescriptions or even food orders because we live in Maine.",York,No,Yes,S Berwick and surrounding towns within 5 miles,More than 75,White;,Not Connected,No,,,,,,,,,,,,
Main635,Full Survey,1106415:04:00,"Paying for housing (rent, utilities, mortgage, taxes);Feeling isolated or not connected to community;Jobs with low pay or no benefits;Child care that is affordable and available;Mental health challenges (like anxiety, depression)",York,Yes,Maybe,It feels as though younger people 20s and 30s are not being heard and even as Ive gotten into my later 30s I notice an unwillingness from older individuals to engage in realistic conversations about what life looks like for younger folks and how we can genuinely address the issues our communities face,25 - 44,White;,Moderately Connected,No,,,,,,,,,,,,
Main636,Full Survey,1106420:06:00,"Behavioral health challenges (like substance use or addiction);Finding affordable healthcare;Getting enough food;Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies)",Cumberland,Yes,No,,65 - 75,White;,Not Connected,No,,,,,,,,,,,,
Main637,Full Survey,1106440:46:00,"Paying for housing (rent, utilities, mortgage, taxes);Getting enough food;Finding affordable healthcare;Lack of stable jobs with career growth;Child care that is affordable and available",Cumberland,Yes,No,,More than 75,White;,Not Connected,No,,,,,,,,,,,,
Main638,Full Survey,1106465:33:00,"Paying for housing (rent, utilities, mortgage, taxes);Child care that is affordable and available;Finding affordable healthcare;Covering basic expenses (groceries, gas, emergencies);Mental health challenges (like anxiety, depression)",Cumberland,Yes,,,,,,,,,,,,,,,,,,
Main639,Full Survey,1106470:37:00,My “community” is an independent living apartment building with a few services.,Cumberland,Yes,Yes,CCRC in Portlsnd,More than 75,White;,Not Connected,No,,,,,,,,,,,,
Main640,Full Survey,1106484:41:00,"Paying for housing (rent, utilities, mortgage, taxes);Finding affordable healthcare;Child care that is affordable and available",Cumberland,Yes,Maybe,South Portland,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main641,Full Survey,1106492:10:00,"Covering basic expenses (groceries, gas, emergencies);Child care that is affordable and available;Caring for aging parents or relatives",Cumberland,Yes,No,,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main642,Full Survey,1106440:02:00,"Paying for housing (rent, utilities, mortgage, taxes);Getting enough food;Mental health challenges (like anxiety, depression);Child care that is affordable and available;Jobs with low pay or no benefits",Cumberland,Yes,No,,45 - 64,White;,Not Connected,No,,,,,,,,,,,,
Main643,Full Survey,1106507:30:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Getting enough food;Jobs with low pay or no benefits;Child care that is affordable and available",York,Yes,Yes,Biddeford families,25 - 44,Hispanic,Not Connected,No,,,,,,,,,,,,
Main644,Full Survey,1106510:39:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Child care that is affordable and available;Finding affordable healthcare;Mental health challenges (like anxiety, depression)",Cumberland,Yes,,,,,,,,,,,,,,,,,,
Main645,Full Survey,1106511:10:00,"Finding affordable healthcare;Paying for housing (rent, utilities, mortgage, taxes);Child care that is affordable and available;Jobs with low pay or no benefits",Cumberland,No,,,,,,,,,,,,,,,,,,
Main646,Full Survey,1106528:18:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Mental health challenges (like anxiety, depression);Child care that is affordable and available;Feeling isolated or not connected to community",York,Yes,No,,25 - 44,White;,Moderately Connected,No,,,,,,,,,,,,
Main647,Full Survey,1106530:03:00,"Covering basic expenses (groceries, gas, emergencies);Behavioral health challenges (like substance use or addiction);Mental health challenges (like anxiety, depression);Access to college or training after high school;Child care that is affordable and available",Cumberland,Yes,,,,,,,,,,,,,,,,,,
Main649,Full Survey,1106536:15:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Finding affordable healthcare;Mental health challenges (like anxiety, depression);Behavioral health challenges (like substance use or addiction)",Cumberland,Yes,No,,25 - 44,White;,Closely Connected,No,,,,,,,,,,,,
Main650,Full Survey,1106539:37:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Lack of stable jobs with career growth;Mental health challenges (like anxiety, depression)",York,Yes,,,,,,,,,,,,,,,,,,
Main651,Full Survey,1106540:00:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Finding affordable healthcare;Child care that is affordable and available;Jobs with low pay or no benefits",York,Yes,Maybe,,25 - 44,White;,Not Connected,No,,,,,,,,,,,,
Main652,Full Survey,1106547:58:00,"Caring for aging parents or relatives;Paying for housing (rent, utilities, mortgage, taxes)",York,Yes,No,,45 - 64,Prefer not to answer;,Not Connected,No,,,,,,,,,,,,
Main653,Full Survey,1106549:14:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Child care that is affordable and available;Finding affordable healthcare;Mental health challenges (like anxiety, depression)",York,Yes,,,,,,,,,,,,,,,,,,
Main654,Full Survey,1106534:03:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Caring for aging parents or relatives;Getting to work, school, or appointments (transportation);Car repair help",Cumberland,"Maybe, with difficulty",Maybe,QueerLGBT we are mutual existential threats to Fascism and my trans siblings specifically although we are all gender traitors There are literally two trans girls in sports here There isnt a single documented case of assault and sports have never and will never be fair due to the biologic diversity If a tall person plays dunk ball with with someone who cant reach the basket is that fair Is having the Michael Phelps insane metabolism fair Sports are about playing with your friends and overcoming the myriad advantages and disadvantages using the bodies we were born with entails For the record the strength advantage AMAB people may have compared to other girls  disappears after a few months of HRT and at the high school level kids just want to hang with their friends and have an extracurricular on their college app Are these two students really standing in the way of anyones NCAA glory No and anyone who says that  needs to stop with the moral panic and just get good I think these voices need to because they are the others other and the smallest politically weakest of us Many states are banning the healthcare that saves their lives and denying them legal existence Its a genocide and after the infrastructure is in place to brutalize and control this population fascist regimes move on to the rest First they came for,25 - 44,White;,Moderately Connected,No,,,,,,,,,,,,
Main655,Full Survey,1106577:15:00,"Paying for housing (rent, utilities, mortgage, taxes);Covering basic expenses (groceries, gas, emergencies);Behavioral health challenges (like substance use or addiction);Mental health challenges (like anxiety, depression);Getting to work, school, or appointments (transportation)",Cumberland,Yes,,,,,,,,,,,,,,,,,,
